Day,Hour,Day,order,Hourly day-ahead price,Daily on-peak price,Weighted Average Monthly Price
8/28/2011,21,28,669,48.35,185,188
8/28/2011,22,28,670,40.46,185,188
8/28/2011,23,28,671,33.79,185,188
8/28/2011,24,28,672,30.05,185,188
8/29/2011,1,29,673,25.08,470,188
8/29/2011,2,29,674,22.17,470,188
8/29/2011,3,29,675,20.7,470,188
8/29/2011,4,29,676,18.78,470,188
8/29/2011,5,29,677,18.56,470,188
8/29/2011,6,29,678,19.79,470,188
8/29/2011,7,29,679,23.37,470,188
8/29/2011,8,29,680,23.96,470,188
8/29/2011,9,29,681,25.31,470,188
8/29/2011,10,29,682,26.79,470,188
8/29/2011,11,29,683,32.61,470,188
8/29/2011,12,29,684,43.64,470,188
8/29/2011,13,29,685,53,470,188
8/29/2011,14,29,686,134.83,470,188
8/29/2011,15,29,687,1040,470,188
8/29/2011,16,29,688,2497.72,470,188
8/29/2011,17,29,689,2538.24,470,188
8/29/2011,18,29,690,847,470,188
8/29/2011,19,29,691,85.26,470,188
8/29/2011,20,29,692,54.75,470,188
8/29/2011,21,29,693,47,470,188
8/29/2011,22,29,694,39.83,470,188
8/29/2011,23,29,695,36.28,470,188
8/29/2011,24,29,696,30.29,470,188
8/30/2011,1,30,697,25.84,202,188
8/30/2011,2,30,698,22.91,202,188
8/30/2011,3,30,699,21.58,202,188
8/30/2011,4,30,700,18.91,202,188
8/30/2011,5,30,701,18.43,202,188
8/30/2011,6,30,702,20.9,202,188
8/30/2011,7,30,703,23.4,202,188
8/30/2011,8,30,704,24.16,202,188
8/30/2011,9,30,705,25.47,202,188
8/30/2011,10,30,706,28.49,202,188
8/30/2011,11,30,707,32.37,202,188
8/30/2011,12,30,708,40,202,188
8/30/2011,13,30,709,50,202,188
8/30/2011,14,30,710,66.83,202,188
8/30/2011,15,30,711,200,202,188
8/30/2011,16,30,712,502.61,202,188
8/30/2011,17,30,713,930.77,202,188
8/30/2011,18,30,714,178,202,188
8/30/2011,19,30,715,65.59,202,188
8/30/2011,20,30,716,49.3,202,188
8/30/2011,21,30,717,46.41,202,188
8/30/2011,22,30,718,41.09,202,188
8/30/2011,23,30,719,33.57,202,188
8/30/2011,24,30,720,30.85,202,188
8/31/2011,1,31,721,24.96,65,188
8/31/2011,2,31,722,22.38,65,188
8/31/2011,3,31,723,19.31,65,188
8/31/2011,4,31,724,17.71,65,188
8/31/2011,5,31,725,17.44,65,188
8/31/2011,6,31,726,20.66,65,188
8/31/2011,7,31,727,23.03,65,188
8/31/2011,8,31,728,23.24,65,188
8/31/2011,9,31,729,25,65,188
8/31/2011,10,31,730,26.64,65,188
8/31/2011,11,31,731,30.83,65,188
8/31/2011,12,31,732,37.91,65,188
8/31/2011,13,31,733,43.63,65,188
8/31/2011,14,31,734,51.74,65,188
8/31/2011,15,31,735,83.02,65,188
8/31/2011,16,31,736,145.5,65,188
8/31/2011,17,31,737,166.37,65,188
8/31/2011,18,31,738,83.26,65,188
8/31/2011,19,31,739,57.87,65,188
8/31/2011,20,31,740,49.13,65,188
8/31/2011,21,31,741,45.47,65,188
8/31/2011,22,31,742,39.5,65,188
8/31/2011,23,31,743,33.58,65,188
8/31/2011,24,31,744,30.24,65,188
