HHID,NWEIGHT,REGIONC,DIVISION,ENERPGM,REBATPGM,LDCNTPGM,ENGAUPGM,CONSEPGM,OTHPGM,WAGES,SELFHIRE,SSECURTY,PENSIONS,FSTAMPS,AFDC,UNEMPLOY,SSI,OTHERAID,MONEYPY,INC35PLU,KNOWHEAP,HEATAID,COOLAID,LIFELINE,LIHEAPEM,FUELPAID,CASHAID,VOUCHERS,CHECK2PM,OTHERPMT,GOVTAMT,WEATHERZ,FAMSIZE,POOR100,POOR125,HOWPAID,LIHEAP
2507,16946,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
2508,12807,3,6,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,09,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,1,1
2509,17839,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
2510,15515,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2511,15710,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,09,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,2,1
2512,7862,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2513,6619,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2514,18882,4,9,0,9,9,9,9,9,0,0,0,0,0,0,0,1,0,10,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,1,1,1
2515,20482,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,15,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2516,18542,3,5,0,9,9,9,9,9,0,0,0,0,1,1,0,0,1,02,9,1,1,0,1,0,1,1,0,0,0,316,0,5,1,1,1,1
2517,7767,2,4,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,18,1,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2518,39131,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
2519,28336,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2520,8248,2,4,0,9,9,9,9,9,1,0,0,0,1,0,1,0,0,18,1,1,1,0,1,0,1,0,0,0,0,200,0,1,0,0,1,0
2521,17067,2,3,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,03,1,1,1,0,0,0,0,0,0,0,1,9996,0,3,1,1,1,1
2522,36986,2,3,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,04,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,3,1
2523,33065,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2524,8736,2,4,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,15,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2525,11437,2,4,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2526,20440,4,8,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2527,11882,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2528,14564,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2529,15515,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,0,1,04,1,1,1,0,0,0,1,0,0,0,0,9996,0,2,1,1,1,1
2530,15336,4,9,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2531,23476,1,2,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,15,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2532,7660,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,03,9,0,0,0,0,0,9,9,9,9,9,9999,0,6,1,1,1,1
2533,15184,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,1
2534,21327,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2535,6619,2,4,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,4,0
2536,16533,3,7,0,9,9,9,9,9,1,0,0,0,1,1,0,0,0,05,1,0,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,1,1
2537,10145,4,8,0,9,9,9,9,9,1,0,0,0,1,1,0,0,0,03,9,1,1,0,0,0,1,0,0,0,0,492,0,2,1,1,1,1
2538,9915,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,1
2539,29067,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,2,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2540,14635,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
2541,8667,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
2542,9553,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,9,1,0,0,0,0,9,9,9,9,9,9999,0,7,0,1,3,1
2543,22470,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2544,29654,1,2,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,4,1
2545,17920,2,3,0,9,9,9,9,9,0,0,0,0,1,1,0,0,1,05,9,1,0,0,0,0,9,9,9,9,9,9999,0,8,1,1,1,1
2546,16734,1,2,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
2547,20529,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,3,1
2548,18732,4,9,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,05,9,1,1,1,0,1,0,1,0,0,0,70,0,1,0,1,1,1
2549,18114,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2550,7726,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,2,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2551,14956,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2552,8729,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2553,18302,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2554,9613,4,8,0,9,9,9,9,9,0,0,0,0,0,0,0,1,0,02,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,1,1,1,1
2555,19871,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
2556,19513,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
2557,25314,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,15,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2558,9391,2,4,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,15,8,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2559,31420,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,14,1,1,1,0,0,0,0,0,0,0,1,9996,0,1,0,0,1,0
2560,27122,3,6,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
2561,14384,4,9,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,19,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2562,8473,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,7,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2563,15995,3,6,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,05,1,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,2,1
2564,13726,3,6,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,7,0,0,1,0
2565,13831,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,2,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2566,27016,2,3,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2567,9905,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2568,9812,3,6,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2569,22641,2,3,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,07,1,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,3,1
2570,19891,1,2,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,19,9,1,1,0,0,0,1,0,0,0,0,270,0,5,0,0,1,0
2571,19071,3,5,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,09,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,1,1,1
2572,6780,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,10,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
2573,9613,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
2574,21066,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
2575,13155,1,1,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,14,1,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2576,13160,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2577,10488,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
2578,17698,2,3,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,10,9,1,1,0,0,0,1,0,0,0,0,9996,0,5,1,1,4,1
2579,8667,2,4,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,23,7,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2580,15781,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2581,19424,2,3,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2582,31599,3,5,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2583,18542,3,5,0,9,9,9,9,9,1,1,0,0,0,1,0,0,0,14,9,0,1,0,0,0,0,1,0,0,0,150,0,4,0,1,2,1
2584,8942,4,8,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,15,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2585,9613,4,8,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,18,9,1,0,0,0,0,9,9,9,9,9,9999,0,6,0,0,1,0
2586,18173,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
2587,23593,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2588,20186,3,7,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,04,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,1,1,1,1
2589,20548,2,3,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,12,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2590,8892,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
2591,22749,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,2,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2592,30289,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2593,7904,2,4,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,2,0
2594,10482,1,1,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2595,13561,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2596,9613,4,8,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2597,13337,3,6,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,03,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,1,1
2598,13358,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2599,10870,4,8,0,9,9,9,9,9,1,1,0,1,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
2600,21066,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2601,7767,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
2602,26332,3,5,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
2603,20799,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,2,0
2604,16098,4,9,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,3,0
2605,14692,3,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2606,28937,3,7,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,07,1,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
2607,7726,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2608,21933,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,1,09,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
2609,20068,2,3,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,09,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,1
2610,8942,4,8,0,9,9,9,9,9,1,0,0,0,0,0,1,0,1,12,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,1
2611,16533,3,7,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2612,24755,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,1,1,1,1
2613,16819,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2614,7767,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,04,9,1,1,0,0,0,0,1,0,0,0,250,0,1,1,1,1,1
2615,18075,4,9,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,19,1,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2616,15710,4,9,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
2617,17920,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2618,17920,2,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,02,9,1,0,0,0,0,9,9,9,9,9,9999,0,7,1,1,1,1
2619,8726,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2620,44940,3,5,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
2621,11459,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2622,29959,3,5,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2623,9581,1,1,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2624,19018,1,2,0,9,9,9,9,9,0,0,0,0,1,0,0,0,1,03,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,2,1
2625,14635,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2626,15398,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,7,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,3,0
2627,7295,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,2,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
2628,7625,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,6,0,0,1,0
2629,25511,3,5,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,09,1,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
2630,28336,4,9,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,04,9,1,1,1,0,0,1,0,0,0,1,9996,0,2,1,1,3,1
2631,8389,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2632,17429,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,2,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
2633,21902,3,5,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,9,9,9,9,9999,0,5,1,1,1,1
2634,26658,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
2635,6619,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2636,9812,3,6,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2637,33705,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2638,20666,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
2639,34123,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2640,10356,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
2641,19776,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
2642,26452,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2643,27016,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,15,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
2644,29430,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2645,7724,2,4,0,9,9,9,9,9,1,1,1,1,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2646,22561,3,7,0,9,9,9,9,9,0,1,1,1,0,0,0,0,0,14,8,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2647,24452,3,5,0,9,9,9,9,9,0,0,0,0,1,1,0,0,0,02,9,1,1,0,0,0,1,1,0,0,0,192,0,5,1,1,1,1
2648,8661,2,4,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,08,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
2649,16449,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,2,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2650,9191,2,4,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,09,1,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,1,1
2651,8726,1,1,0,9,9,9,9,9,1,0,0,0,1,1,0,0,0,08,9,1,0,0,0,0,9,9,9,9,9,9999,0,5,1,1,1,1
2652,19071,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,02,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,1,1
2653,24722,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
2654,17075,3,6,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2655,18508,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,2,1
2656,30955,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,02,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,2,1
2657,26975,4,9,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,09,1,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,1,1
2658,6858,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2659,20694,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
2660,17920,2,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2661,15398,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
2662,34134,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
2663,9744,1,1,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,07,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,2,1
2664,33529,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,14,7,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
2665,14956,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
2666,39044,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
2667,24296,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,05,1,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,1,1
2668,22470,3,5,0,9,9,9,9,9,0,0,0,0,0,1,0,1,0,01,6,1,1,0,1,0,0,1,0,0,0,9996,0,4,1,1,3,1
2669,21631,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2670,16946,1,1,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,19,1,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2671,21963,1,2,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
2672,19891,1,2,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,18,1,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2673,13174,2,4,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
2674,17920,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,1,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,1,1
2675,47088,3,5,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
2676,17083,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,19,7,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,3,0
2677,20448,4,9,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,10,9,1,1,0,0,0,1,0,0,0,0,160,0,3,0,1,1,1
2678,35995,1,2,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
2679,17304,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,2,9,9,9,9,9,9,9,9,9,9,9999,9,6,0,0,1,0
